주문번호,주문일,주문시간,채널,카테고리,상품명,SKU,수량,단가,합계,배송지역,주문상태
PUB-260524-0587,2026-05-24,19:01,브루펍포스,시즈널,대추걸렸네,DAE-375,2,8000,16000,서울,현장판매
PUB-260524-0587,2026-05-24,19:01,브루펍포스,시즈널,광안밤,GWA-375,1,8500,8500,서울,현장판매
PUB-260524-0588,2026-05-24,22:04,브루펍포스,협업,아침에쌀,ACH-500,2,9500,19000,부산,현장판매
PUB-260524-0588,2026-05-24,22:04,브루펍포스,시즈널,대추걸렸네,DAE-375,1,8000,8000,부산,현장판매
PUB-260524-0589,2026-05-24,15:12,브루펍포스,시그니처,산뜻,SAN-750,2,13000,26000,경남,현장판매
PUB-260524-0590,2026-05-24,20:06,브루펍포스,시그니처,욕망의 거친 물결,YOK-750,2,14000,28000,부산,현장판매
PUB-260524-0591,2026-05-24,20:17,브루펍포스,시즈널,대추걸렸네,DAE-375,2,8000,16000,부산,현장판매
PUB-260524-0592,2026-05-24,19:45,브루펍포스,시그니처,텃밭,TEO-750,2,14500,29000,부산,현장판매
MAL-260524-0256,2026-05-24,18:12,자사몰,시그니처,욕망의 거친 물결,YOK-750,2,15000,30000,부산,배송완료
MAL-260524-0257,2026-05-24,19:50,자사몰,시그니처,산뜻,SAN-750,2,14000,28000,부산,배송완료
MAL-260524-0258,2026-05-24,23:13,자사몰,시그니처,산뜻,SAN-750,2,14000,28000,부산,교환완료
MAL-260524-0258,2026-05-24,23:13,자사몰,시그니처,텃밭,TEO-750,2,15500,31000,부산,교환완료
MAL-260524-0259,2026-05-24,19:12,자사몰,시즈널,대추걸렸네,DAE-375,1,8800,8800,부산,취소완료
MAL-260524-0260,2026-05-24,20:03,자사몰,협업,아침에쌀,ACH-500,2,10000,20000,부산,배송완료
MAL-260524-0261,2026-05-24,13:49,자사몰,시즈널,대추걸렸네,DAE-375,2,8800,17600,부산,배송완료
MAL-260524-0262,2026-05-24,18:19,자사몰,시그니처,텃밭,TEO-750,2,15500,31000,부산,배송완료
MAL-260524-0263,2026-05-24,12:07,자사몰,시그니처,욕망의 거친 물결,YOK-750,1,15000,15000,경남,배송완료
MAL-260524-0263,2026-05-24,12:07,자사몰,시그니처,텃밭,TEO-750,1,15500,15500,경남,배송완료
MAL-260524-0264,2026-05-24,22:16,자사몰,시즈널,대추걸렸네,DAE-375,1,8800,8800,부산,배송완료
SST-260524-0317,2026-05-24,21:16,스마트스토어,시즈널,대추걸렸네,DAE-375,1,8500,8500,서울,교환완료
SST-260524-0317,2026-05-24,21:16,스마트스토어,시그니처,욕망의 거친 물결,YOK-750,1,14500,14500,서울,교환완료
SST-260524-0318,2026-05-24,18:27,스마트스토어,시즈널,광안밤,GWA-375,2,9000,18000,부산,배송중
SST-260524-0318,2026-05-24,18:27,스마트스토어,시즈널,대추걸렸네,DAE-375,2,8500,17000,부산,배송중
SST-260524-0319,2026-05-24,19:34,스마트스토어,협업,아침에쌀,ACH-500,1,9800,9800,서울,배송완료
SST-260524-0320,2026-05-24,16:00,스마트스토어,시즈널,대추걸렸네,DAE-375,2,8500,17000,경기,배송완료
SST-260524-0321,2026-05-24,20:31,스마트스토어,시그니처,욕망의 거친 물결,YOK-750,2,14500,29000,서울,배송완료
SST-260524-0322,2026-05-24,23:47,스마트스토어,시그니처,텃밭,TEO-750,2,15000,30000,경남,배송완료
SST-260524-0322,2026-05-24,23:47,스마트스토어,시즈널,대추걸렸네,DAE-375,1,8500,8500,경남,배송완료
SST-260524-0323,2026-05-24,15:14,스마트스토어,시그니처,욕망의 거친 물결,YOK-750,1,14500,14500,부산,교환완료
SST-260524-0324,2026-05-24,19:49,스마트스토어,시그니처,산뜻,SAN-750,1,13500,13500,대구,배송완료
SST-260524-0325,2026-05-24,22:45,스마트스토어,시그니처,텃밭,TEO-750,2,15000,30000,부산,배송완료
SST-260524-0326,2026-05-24,17:16,스마트스토어,협업,아침에쌀,ACH-500,1,9800,9800,부산,배송완료
SST-260524-0327,2026-05-24,16:29,스마트스토어,협업,아침에쌀,ACH-500,2,9800,19600,부산,배송완료
SST-260524-0328,2026-05-24,21:06,스마트스토어,협업,아침에쌀,ACH-500,2,9800,19600,서울,배송완료
SST-260524-0328,2026-05-24,21:06,스마트스토어,시즈널,광안밤,GWA-375,2,9000,18000,서울,배송완료
B2B-260524-0076,2026-05-24,17:09,B2B유통,시즈널,광안밤,GWA-375,11,6600,72600,B2B거래처,배송완료
B2B-260524-0076,2026-05-24,17:09,B2B유통,시그니처,산뜻,SAN-750,9,10300,92700,B2B거래처,배송완료
B2B-260524-0077,2026-05-24,19:41,B2B유통,시그니처,산뜻,SAN-750,10,10300,103000,B2B거래처,배송완료
B2B-260524-0077,2026-05-24,19:41,B2B유통,시즈널,대추걸렸네,DAE-375,18,6200,111600,B2B거래처,배송완료
B2B-260524-0077,2026-05-24,19:41,B2B유통,시그니처,욕망의 거친 물결,YOK-750,8,11000,88000,B2B거래처,배송완료
B2B-260524-0078,2026-05-24,21:23,B2B유통,시그니처,텃밭,TEO-750,27,11400,307800,B2B거래처,배송중
B2B-260524-0078,2026-05-24,21:23,B2B유통,시즈널,대추걸렸네,DAE-375,15,6200,93000,B2B거래처,배송중
MAL-260525-0265,2026-05-25,21:14,자사몰,시즈널,광안밤,GWA-375,1,9300,9300,경남,배송완료
MAL-260525-0266,2026-05-25,20:29,자사몰,시그니처,욕망의 거친 물결,YOK-750,2,15000,30000,인천,배송중
MAL-260525-0267,2026-05-25,19:17,자사몰,시그니처,텃밭,TEO-750,1,15500,15500,부산,배송중
MAL-260525-0268,2026-05-25,19:03,자사몰,시즈널,대추걸렸네,DAE-375,1,8800,8800,대구,배송완료
MAL-260525-0269,2026-05-25,23:22,자사몰,시즈널,대추걸렸네,DAE-375,2,8800,17600,부산,배송완료
MAL-260525-0270,2026-05-25,23:41,자사몰,시그니처,욕망의 거친 물결,YOK-750,2,15000,30000,부산,배송완료
MAL-260525-0271,2026-05-25,20:33,자사몰,시그니처,텃밭,TEO-750,2,15500,31000,서울,교환완료
MAL-260525-0272,2026-05-25,22:31,자사몰,시즈널,대추걸렸네,DAE-375,2,8800,17600,울산,배송완료
SST-260525-0329,2026-05-25,22:32,스마트스토어,시즈널,광안밤,GWA-375,1,9000,9000,부산,배송완료
SST-260525-0330,2026-05-25,20:56,스마트스토어,시그니처,욕망의 거친 물결,YOK-750,2,14500,29000,서울,배송완료
SST-260525-0330,2026-05-25,20:56,스마트스토어,시즈널,대추걸렸네,DAE-375,1,8500,8500,서울,배송완료
SST-260525-0331,2026-05-25,21:42,스마트스토어,협업,아침에쌀,ACH-500,1,9800,9800,부산,교환완료
SST-260525-0332,2026-05-25,21:15,스마트스토어,협업,아침에쌀,ACH-500,1,9800,9800,울산,배송중
SST-260525-0333,2026-05-25,21:03,스마트스토어,시즈널,광안밤,GWA-375,1,9000,9000,부산,배송완료
SST-260525-0333,2026-05-25,21:03,스마트스토어,협업,아침에쌀,ACH-500,2,9800,19600,부산,배송완료
SST-260525-0334,2026-05-25,20:10,스마트스토어,시즈널,대추걸렸네,DAE-375,1,8500,8500,울산,배송완료
SST-260525-0334,2026-05-25,20:10,스마트스토어,협업,아침에쌀,ACH-500,1,9800,9800,울산,배송완료
SST-260525-0335,2026-05-25,22:54,스마트스토어,시즈널,대추걸렸네,DAE-375,1,8500,8500,부산,배송완료
SST-260525-0336,2026-05-25,18:38,스마트스토어,시그니처,텃밭,TEO-750,2,15000,30000,부산,배송완료
SST-260525-0337,2026-05-25,13:37,스마트스토어,시즈널,광안밤,GWA-375,2,9000,18000,경남,배송완료
SST-260525-0338,2026-05-25,17:14,스마트스토어,시그니처,산뜻,SAN-750,1,13500,13500,부산,배송완료
SST-260525-0339,2026-05-25,19:25,스마트스토어,시즈널,광안밤,GWA-375,1,9000,9000,경기,배송완료
SST-260525-0340,2026-05-25,21:19,스마트스토어,시즈널,광안밤,GWA-375,1,9000,9000,서울,배송완료
B2B-260525-0079,2026-05-25,20:20,B2B유통,시그니처,산뜻,SAN-750,22,10300,226600,B2B거래처,배송완료
B2B-260525-0079,2026-05-25,20:20,B2B유통,시그니처,욕망의 거친 물결,YOK-750,13,11000,143000,B2B거래처,배송완료
B2B-260525-0079,2026-05-25,20:20,B2B유통,시그니처,텃밭,TEO-750,26,11400,296400,B2B거래처,배송완료
B2B-260525-0079,2026-05-25,20:20,B2B유통,시즈널,광안밤,GWA-375,11,6600,72600,B2B거래처,배송완료
B2B-260525-0080,2026-05-25,14:22,B2B유통,협업,아침에쌀,ACH-500,6,7300,43800,B2B거래처,배송완료
B2B-260525-0080,2026-05-25,14:22,B2B유통,시그니처,산뜻,SAN-750,23,10300,236900,B2B거래처,배송완료
B2B-260525-0080,2026-05-25,14:22,B2B유통,시그니처,텃밭,TEO-750,29,11400,330600,B2B거래처,배송완료
MAL-260526-0273,2026-05-26,21:38,자사몰,시그니처,텃밭,TEO-750,2,15500,31000,서울,배송완료
MAL-260526-0273,2026-05-26,21:38,자사몰,시즈널,광안밤,GWA-375,1,9300,9300,서울,배송완료
MAL-260526-0274,2026-05-26,16:36,자사몰,시그니처,욕망의 거친 물결,YOK-750,2,15000,30000,부산,교환완료
MAL-260526-0274,2026-05-26,16:36,자사몰,시즈널,대추걸렸네,DAE-375,1,8800,8800,부산,교환완료
MAL-260526-0275,2026-05-26,20:38,자사몰,시그니처,텃밭,TEO-750,1,15500,15500,서울,교환완료
MAL-260526-0275,2026-05-26,20:38,자사몰,시즈널,광안밤,GWA-375,1,9300,9300,서울,교환완료
MAL-260526-0276,2026-05-26,22:42,자사몰,시즈널,광안밤,GWA-375,2,9300,18600,부산,배송완료
MAL-260526-0277,2026-05-26,16:37,자사몰,협업,아침에쌀,ACH-500,1,10000,10000,경기,배송완료
MAL-260526-0277,2026-05-26,16:37,자사몰,시즈널,광안밤,GWA-375,2,9300,18600,경기,배송완료
MAL-260526-0278,2026-05-26,22:12,자사몰,시그니처,산뜻,SAN-750,2,14000,28000,기타,배송완료
MAL-260526-0278,2026-05-26,22:12,자사몰,시그니처,욕망의 거친 물결,YOK-750,1,15000,15000,기타,배송완료
MAL-260526-0279,2026-05-26,20:49,자사몰,시즈널,대추걸렸네,DAE-375,1,8800,8800,경남,배송완료
MAL-260526-0280,2026-05-26,19:52,자사몰,시즈널,대추걸렸네,DAE-375,1,8800,8800,부산,배송완료
MAL-260526-0281,2026-05-26,19:09,자사몰,시즈널,대추걸렸네,DAE-375,2,8800,17600,대구,배송완료
MAL-260526-0282,2026-05-26,18:21,자사몰,시즈널,광안밤,GWA-375,1,9300,9300,경기,배송중
MAL-260526-0282,2026-05-26,18:21,자사몰,시그니처,욕망의 거친 물결,YOK-750,1,15000,15000,경기,배송중
SST-260526-0341,2026-05-26,19:11,스마트스토어,시그니처,욕망의 거친 물결,YOK-750,2,14500,29000,부산,배송완료
SST-260526-0342,2026-05-26,20:33,스마트스토어,시즈널,대추걸렸네,DAE-375,2,8500,17000,부산,배송완료
SST-260526-0342,2026-05-26,20:33,스마트스토어,시그니처,욕망의 거친 물결,YOK-750,1,14500,14500,부산,배송완료
SST-260526-0343,2026-05-26,17:08,스마트스토어,협업,아침에쌀,ACH-500,1,9800,9800,경남,배송완료
SST-260526-0343,2026-05-26,17:08,스마트스토어,시즈널,광안밤,GWA-375,2,9000,18000,경남,배송완료
SST-260526-0344,2026-05-26,21:12,스마트스토어,시그니처,산뜻,SAN-750,2,13500,27000,부산,배송완료
SST-260526-0344,2026-05-26,21:12,스마트스토어,시그니처,텃밭,TEO-750,1,15000,15000,부산,배송완료
SST-260526-0345,2026-05-26,20:08,스마트스토어,시즈널,광안밤,GWA-375,1,9000,9000,서울,배송완료
SST-260526-0345,2026-05-26,20:08,스마트스토어,시그니처,산뜻,SAN-750,2,13500,27000,서울,배송완료
SST-260526-0346,2026-05-26,20:23,스마트스토어,협업,아침에쌀,ACH-500,2,9800,19600,부산,교환완료
SST-260526-0347,2026-05-26,18:46,스마트스토어,시즈널,대추걸렸네,DAE-375,2,8500,17000,울산,배송완료
SST-260526-0348,2026-05-26,15:35,스마트스토어,시즈널,대추걸렸네,DAE-375,2,8500,17000,경기,배송완료
SST-260526-0348,2026-05-26,15:35,스마트스토어,시그니처,욕망의 거친 물결,YOK-750,1,14500,14500,경기,배송완료
SST-260526-0349,2026-05-26,15:17,스마트스토어,시그니처,텃밭,TEO-750,2,15000,30000,부산,배송완료
SST-260526-0350,2026-05-26,18:28,스마트스토어,시즈널,대추걸렸네,DAE-375,2,8500,17000,서울,배송중
SST-260526-0350,2026-05-26,18:28,스마트스토어,협업,아침에쌀,ACH-500,2,9800,19600,서울,배송중
SST-260526-0351,2026-05-26,19:24,스마트스토어,시즈널,대추걸렸네,DAE-375,1,8500,8500,대구,배송완료
SST-260526-0352,2026-05-26,21:36,스마트스토어,시즈널,광안밤,GWA-375,1,9000,9000,부산,취소완료
B2B-260526-0081,2026-05-26,23:21,B2B유통,협업,아침에쌀,ACH-500,23,7300,167900,B2B거래처,배송완료
B2B-260526-0081,2026-05-26,23:21,B2B유통,시그니처,텃밭,TEO-750,10,11400,114000,B2B거래처,배송완료
B2B-260526-0081,2026-05-26,23:21,B2B유통,시즈널,대추걸렸네,DAE-375,13,6200,80600,B2B거래처,배송완료
B2B-260526-0082,2026-05-26,20:29,B2B유통,시그니처,텃밭,TEO-750,28,11400,319200,B2B거래처,배송완료
B2B-260526-0082,2026-05-26,20:29,B2B유통,시즈널,대추걸렸네,DAE-375,16,6200,99200,B2B거래처,배송완료
B2B-260526-0083,2026-05-26,20:24,B2B유통,시그니처,욕망의 거친 물결,YOK-750,8,11000,88000,B2B거래처,배송완료
B2B-260526-0083,2026-05-26,20:24,B2B유통,시그니처,산뜻,SAN-750,21,10300,216300,B2B거래처,배송완료
B2B-260526-0083,2026-05-26,20:24,B2B유통,협업,아침에쌀,ACH-500,12,7300,87600,B2B거래처,배송완료
B2B-260526-0084,2026-05-26,12:16,B2B유통,시그니처,산뜻,SAN-750,8,10300,82400,B2B거래처,교환완료
B2B-260526-0084,2026-05-26,12:16,B2B유통,시그니처,텃밭,TEO-750,27,11400,307800,B2B거래처,교환완료
PUB-260527-0593,2026-05-27,20:03,브루펍포스,시즈널,광안밤,GWA-375,2,8500,17000,경남,현장판매
PUB-260527-0593,2026-05-27,20:03,브루펍포스,시그니처,텃밭,TEO-750,1,14500,14500,경남,현장판매
PUB-260527-0594,2026-05-27,23:56,브루펍포스,시즈널,대추걸렸네,DAE-375,1,8000,8000,부산,현장판매
PUB-260527-0595,2026-05-27,23:06,브루펍포스,시즈널,대추걸렸네,DAE-375,1,8000,8000,울산,현장판매
PUB-260527-0596,2026-05-27,23:13,브루펍포스,시그니처,산뜻,SAN-750,1,13000,13000,부산,현장판매
PUB-260527-0597,2026-05-27,16:28,브루펍포스,시즈널,광안밤,GWA-375,2,8500,17000,서울,현장판매
PUB-260527-0598,2026-05-27,21:48,브루펍포스,시그니처,욕망의 거친 물결,YOK-750,2,14000,28000,울산,현장판매
PUB-260527-0599,2026-05-27,18:51,브루펍포스,시그니처,텃밭,TEO-750,1,14500,14500,서울,현장판매
PUB-260527-0600,2026-05-27,19:43,브루펍포스,협업,아침에쌀,ACH-500,2,9500,19000,경남,현장판매
PUB-260527-0601,2026-05-27,17:40,브루펍포스,시즈널,대추걸렸네,DAE-375,1,8000,8000,경기,현장판매
PUB-260527-0601,2026-05-27,17:40,브루펍포스,협업,아침에쌀,ACH-500,1,9500,9500,경기,현장판매
PUB-260527-0602,2026-05-27,19:14,브루펍포스,협업,아침에쌀,ACH-500,1,9500,9500,서울,현장판매
PUB-260527-0603,2026-05-27,19:34,브루펍포스,시그니처,욕망의 거친 물결,YOK-750,2,14000,28000,울산,현장판매
PUB-260527-0604,2026-05-27,18:18,브루펍포스,시즈널,광안밤,GWA-375,1,8500,8500,경기,현장판매
PUB-260527-0605,2026-05-27,22:08,브루펍포스,시그니처,텃밭,TEO-750,1,14500,14500,부산,현장판매
PUB-260527-0606,2026-05-27,20:06,브루펍포스,시그니처,산뜻,SAN-750,2,13000,26000,서울,현장판매
PUB-260527-0607,2026-05-27,17:30,브루펍포스,협업,아침에쌀,ACH-500,2,9500,19000,경기,현장판매
PUB-260527-0608,2026-05-27,18:14,브루펍포스,협업,아침에쌀,ACH-500,1,9500,9500,울산,현장판매
PUB-260527-0609,2026-05-27,20:40,브루펍포스,시그니처,산뜻,SAN-750,1,13000,13000,서울,현장판매
PUB-260527-0609,2026-05-27,20:40,브루펍포스,시그니처,텃밭,TEO-750,2,14500,29000,서울,현장판매
PUB-260527-0610,2026-05-27,21:18,브루펍포스,시그니처,텃밭,TEO-750,1,14500,14500,경기,현장판매
PUB-260527-0610,2026-05-27,21:18,브루펍포스,시즈널,광안밤,GWA-375,1,8500,8500,경기,현장판매
PUB-260527-0611,2026-05-27,16:21,브루펍포스,시즈널,대추걸렸네,DAE-375,2,8000,16000,대구,현장판매
PUB-260527-0612,2026-05-27,13:17,브루펍포스,시즈널,대추걸렸네,DAE-375,1,8000,8000,부산,현장판매
PUB-260527-0613,2026-05-27,16:48,브루펍포스,시그니처,산뜻,SAN-750,2,13000,26000,울산,현장판매
PUB-260527-0613,2026-05-27,16:48,브루펍포스,시그니처,텃밭,TEO-750,2,14500,29000,울산,현장판매
PUB-260527-0614,2026-05-27,21:00,브루펍포스,시즈널,광안밤,GWA-375,2,8500,17000,부산,현장판매
MAL-260527-0283,2026-05-27,23:03,자사몰,협업,아침에쌀,ACH-500,2,10000,20000,대구,배송완료
MAL-260527-0284,2026-05-27,19:39,자사몰,시그니처,욕망의 거친 물결,YOK-750,1,15000,15000,부산,배송완료
MAL-260527-0285,2026-05-27,21:26,자사몰,시그니처,텃밭,TEO-750,2,15500,31000,부산,배송완료
MAL-260527-0286,2026-05-27,19:59,자사몰,시즈널,대추걸렸네,DAE-375,1,8800,8800,서울,배송완료
MAL-260527-0286,2026-05-27,19:59,자사몰,시그니처,산뜻,SAN-750,1,14000,14000,서울,배송완료
MAL-260527-0287,2026-05-27,20:44,자사몰,시즈널,대추걸렸네,DAE-375,2,8800,17600,서울,배송완료
MAL-260527-0288,2026-05-27,16:48,자사몰,시그니처,산뜻,SAN-750,2,14000,28000,부산,배송완료
MAL-260527-0289,2026-05-27,22:19,자사몰,협업,아침에쌀,ACH-500,1,10000,10000,경남,교환완료
MAL-260527-0289,2026-05-27,22:19,자사몰,시즈널,광안밤,GWA-375,1,9300,9300,경남,교환완료
MAL-260527-0290,2026-05-27,17:08,자사몰,시그니처,욕망의 거친 물결,YOK-750,2,15000,30000,부산,배송중
MAL-260527-0290,2026-05-27,17:08,자사몰,협업,아침에쌀,ACH-500,2,10000,20000,부산,배송중
SST-260527-0353,2026-05-27,23:23,스마트스토어,협업,아침에쌀,ACH-500,2,9800,19600,부산,배송완료
SST-260527-0354,2026-05-27,21:30,스마트스토어,시그니처,텃밭,TEO-750,2,15000,30000,경기,배송완료
SST-260527-0354,2026-05-27,21:30,스마트스토어,시즈널,광안밤,GWA-375,2,9000,18000,경기,배송완료
SST-260527-0355,2026-05-27,18:29,스마트스토어,시즈널,대추걸렸네,DAE-375,1,8500,8500,부산,배송완료
SST-260527-0356,2026-05-27,17:44,스마트스토어,시그니처,산뜻,SAN-750,1,13500,13500,부산,배송완료
SST-260527-0356,2026-05-27,17:44,스마트스토어,협업,아침에쌀,ACH-500,1,9800,9800,부산,배송완료
SST-260527-0357,2026-05-27,11:35,스마트스토어,시그니처,텃밭,TEO-750,2,15000,30000,부산,배송중
SST-260527-0357,2026-05-27,11:35,스마트스토어,시즈널,광안밤,GWA-375,1,9000,9000,부산,배송중
SST-260527-0358,2026-05-27,17:25,스마트스토어,시그니처,텃밭,TEO-750,1,15000,15000,경기,취소완료
SST-260527-0358,2026-05-27,17:25,스마트스토어,시즈널,광안밤,GWA-375,2,9000,18000,경기,취소완료
SST-260527-0359,2026-05-27,21:43,스마트스토어,시즈널,대추걸렸네,DAE-375,1,8500,8500,울산,배송완료
SST-260527-0360,2026-05-27,22:04,스마트스토어,시즈널,대추걸렸네,DAE-375,2,8500,17000,경기,배송완료
SST-260527-0361,2026-05-27,20:45,스마트스토어,시그니처,욕망의 거친 물결,YOK-750,2,14500,29000,인천,배송완료
SST-260527-0361,2026-05-27,20:45,스마트스토어,시즈널,대추걸렸네,DAE-375,2,8500,17000,인천,배송완료
SST-260527-0362,2026-05-27,22:02,스마트스토어,시즈널,광안밤,GWA-375,1,9000,9000,부산,배송중
SST-260527-0362,2026-05-27,22:02,스마트스토어,시그니처,욕망의 거친 물결,YOK-750,2,14500,29000,부산,배송중
SST-260527-0363,2026-05-27,12:28,스마트스토어,시그니처,텃밭,TEO-750,2,15000,30000,부산,배송완료
SST-260527-0364,2026-05-27,17:48,스마트스토어,시그니처,욕망의 거친 물결,YOK-750,1,14500,14500,부산,배송완료
B2B-260527-0085,2026-05-27,16:06,B2B유통,시그니처,욕망의 거친 물결,YOK-750,24,11000,264000,B2B거래처,배송완료
B2B-260527-0085,2026-05-27,16:06,B2B유통,협업,아침에쌀,ACH-500,26,7300,189800,B2B거래처,배송완료
B2B-260527-0086,2026-05-27,19:04,B2B유통,시그니처,텃밭,TEO-750,15,11400,171000,B2B거래처,배송완료
B2B-260527-0086,2026-05-27,19:04,B2B유통,시그니처,욕망의 거친 물결,YOK-750,22,11000,242000,B2B거래처,배송완료
B2B-260527-0086,2026-05-27,19:04,B2B유통,시그니처,산뜻,SAN-750,19,10300,195700,B2B거래처,배송완료
B2B-260527-0087,2026-05-27,23:17,B2B유통,시즈널,대추걸렸네,DAE-375,22,6200,136400,B2B거래처,취소완료
B2B-260527-0087,2026-05-27,23:17,B2B유통,시즈널,광안밤,GWA-375,13,6600,85800,B2B거래처,취소완료
B2B-260527-0087,2026-05-27,23:17,B2B유통,시그니처,산뜻,SAN-750,17,10300,175100,B2B거래처,취소완료
PUB-260528-0615,2026-05-28,19:33,브루펍포스,시그니처,산뜻,SAN-750,2,13000,26000,경남,현장판매
PUB-260528-0615,2026-05-28,19:33,브루펍포스,시즈널,대추걸렸네,DAE-375,2,8000,16000,경남,현장판매
PUB-260528-0616,2026-05-28,20:56,브루펍포스,협업,아침에쌀,ACH-500,2,9500,19000,경기,현장판매
PUB-260528-0617,2026-05-28,20:15,브루펍포스,시그니처,욕망의 거친 물결,YOK-750,1,14000,14000,부산,현장판매
PUB-260528-0618,2026-05-28,20:50,브루펍포스,시즈널,광안밤,GWA-375,1,8500,8500,부산,현장판매
PUB-260528-0619,2026-05-28,22:48,브루펍포스,협업,아침에쌀,ACH-500,1,9500,9500,울산,현장판매
PUB-260528-0620,2026-05-28,20:47,브루펍포스,협업,아침에쌀,ACH-500,2,9500,19000,경기,현장판매
PUB-260528-0620,2026-05-28,20:47,브루펍포스,시그니처,산뜻,SAN-750,1,13000,13000,경기,현장판매
PUB-260528-0621,2026-05-28,19:05,브루펍포스,시즈널,대추걸렸네,DAE-375,1,8000,8000,인천,현장판매
PUB-260528-0622,2026-05-28,20:38,브루펍포스,시그니처,산뜻,SAN-750,1,13000,13000,부산,현장판매
PUB-260528-0622,2026-05-28,20:38,브루펍포스,시그니처,욕망의 거친 물결,YOK-750,1,14000,14000,부산,현장판매
PUB-260528-0623,2026-05-28,19:05,브루펍포스,시즈널,대추걸렸네,DAE-375,1,8000,8000,서울,현장판매
PUB-260528-0624,2026-05-28,19:29,브루펍포스,시그니처,텃밭,TEO-750,1,14500,14500,서울,현장판매
PUB-260528-0624,2026-05-28,19:29,브루펍포스,시즈널,광안밤,GWA-375,2,8500,17000,서울,현장판매
PUB-260528-0625,2026-05-28,22:50,브루펍포스,시그니처,텃밭,TEO-750,2,14500,29000,부산,현장판매
PUB-260528-0626,2026-05-28,13:10,브루펍포스,시그니처,텃밭,TEO-750,1,14500,14500,서울,현장판매
PUB-260528-0627,2026-05-28,21:25,브루펍포스,시즈널,대추걸렸네,DAE-375,2,8000,16000,부산,현장판매
PUB-260528-0628,2026-05-28,20:52,브루펍포스,협업,아침에쌀,ACH-500,1,9500,9500,부산,현장판매
PUB-260528-0628,2026-05-28,20:52,브루펍포스,시그니처,산뜻,SAN-750,1,13000,13000,부산,현장판매
PUB-260528-0629,2026-05-28,19:26,브루펍포스,시그니처,욕망의 거친 물결,YOK-750,2,14000,28000,울산,현장판매
PUB-260528-0630,2026-05-28,20:12,브루펍포스,시즈널,광안밤,GWA-375,1,8500,8500,경남,현장판매
PUB-260528-0631,2026-05-28,17:16,브루펍포스,시즈널,광안밤,GWA-375,2,8500,17000,울산,현장판매
PUB-260528-0632,2026-05-28,20:05,브루펍포스,시그니처,산뜻,SAN-750,2,13000,26000,경남,현장판매
PUB-260528-0632,2026-05-28,20:05,브루펍포스,시즈널,광안밤,GWA-375,2,8500,17000,경남,현장판매
PUB-260528-0633,2026-05-28,16:38,브루펍포스,시그니처,욕망의 거친 물결,YOK-750,1,14000,14000,서울,현장판매
PUB-260528-0633,2026-05-28,16:38,브루펍포스,시그니처,산뜻,SAN-750,2,13000,26000,서울,현장판매
PUB-260528-0634,2026-05-28,17:06,브루펍포스,시즈널,대추걸렸네,DAE-375,1,8000,8000,서울,현장판매
PUB-260528-0635,2026-05-28,18:30,브루펍포스,시즈널,대추걸렸네,DAE-375,2,8000,16000,경남,현장판매
PUB-260528-0636,2026-05-28,23:17,브루펍포스,협업,아침에쌀,ACH-500,2,9500,19000,대구,현장판매
MAL-260528-0291,2026-05-28,19:26,자사몰,시그니처,텃밭,TEO-750,1,15500,15500,부산,배송완료
MAL-260528-0291,2026-05-28,19:26,자사몰,협업,아침에쌀,ACH-500,1,10000,10000,부산,배송완료
MAL-260528-0292,2026-05-28,18:11,자사몰,시그니처,산뜻,SAN-750,2,14000,28000,서울,배송완료
MAL-260528-0293,2026-05-28,22:47,자사몰,협업,아침에쌀,ACH-500,1,10000,10000,경남,배송완료
MAL-260528-0294,2026-05-28,19:17,자사몰,협업,아침에쌀,ACH-500,1,10000,10000,경기,배송완료
MAL-260528-0295,2026-05-28,19:34,자사몰,시즈널,광안밤,GWA-375,1,9300,9300,경기,배송완료
MAL-260528-0296,2026-05-28,12:52,자사몰,협업,아침에쌀,ACH-500,2,10000,20000,울산,취소완료
MAL-260528-0296,2026-05-28,12:52,자사몰,시그니처,텃밭,TEO-750,2,15500,31000,울산,취소완료
MAL-260528-0297,2026-05-28,18:01,자사몰,시그니처,욕망의 거친 물결,YOK-750,1,15000,15000,부산,배송완료
MAL-260528-0298,2026-05-28,19:48,자사몰,시즈널,대추걸렸네,DAE-375,1,8800,8800,부산,배송완료
MAL-260528-0298,2026-05-28,19:48,자사몰,시그니처,산뜻,SAN-750,1,14000,14000,부산,배송완료
MAL-260528-0299,2026-05-28,13:49,자사몰,시그니처,텃밭,TEO-750,1,15500,15500,부산,배송완료
MAL-260528-0299,2026-05-28,13:49,자사몰,시그니처,욕망의 거친 물결,YOK-750,1,15000,15000,부산,배송완료
MAL-260528-0300,2026-05-28,14:18,자사몰,협업,아침에쌀,ACH-500,2,10000,20000,경남,배송완료
SST-260528-0365,2026-05-28,19:37,스마트스토어,시그니처,텃밭,TEO-750,1,15000,15000,경기,배송완료
SST-260528-0366,2026-05-28,20:06,스마트스토어,시그니처,산뜻,SAN-750,2,13500,27000,경남,배송완료
SST-260528-0367,2026-05-28,18:28,스마트스토어,협업,아침에쌀,ACH-500,1,9800,9800,서울,배송완료
SST-260528-0368,2026-05-28,21:00,스마트스토어,시그니처,산뜻,SAN-750,1,13500,13500,부산,배송완료
SST-260528-0369,2026-05-28,20:56,스마트스토어,시즈널,광안밤,GWA-375,2,9000,18000,인천,배송완료
